Entry Id,Sport,Date,Title,SalaryCap,Score,Opp Score,Position,Entries,Opponent,Entry ($),Winnings ($),Link
S1179901827,nba,2017/03/14,$25K Tue NBA Swat (3 Entries Max),$60k,288.10,,1436,29411,Tournament,1,3.00,https://www.fanduel.com/entry/BZQHSLPVY,
S1179380400,nba,2017/03/13,50/50 Contest ($1 - Top 50% Win) (Main),$60k,296.30,,39,100,Tournament,1,1.80,https://www.fanduel.com/entry/BDSGMXFMS,
S1179377356,nba,2017/03/13,$250 NBA Mini Dribbler (Single Entry),$60k,296.30,,91,294,Tournament,1,0,https://www.fanduel.com/entry/BOYFYWSOS,
S1179377123,nba,2017/03/13,$25K Mon NBA Swat (3 Entries Max),$60k,281.20,,13975,29411,Tournament,1,0,https://www.fanduel.com/entry/AIWASWRLE,
S1179376905,nba,2017/03/13,50/50 Contest ($1 - Top 50% Win) (Main),$60k,296.30,,29,100,Tournament,1,1.80,https://www.fanduel.com/entry/DUDXDSWIO,
S1179376835,nba,2017/03/13,50/50 Contest ($1 - Top 50% Win) (Main),$60k,296.30,,34,100,Tournament,1,1.80,https://www.fanduel.com/entry/DYLDBCNRI,
S1179376756,nba,2017/03/13,50/50 Contest ($1 - Top 50% Win) (Main),$60k,296.30,,30,100,Tournament,1,1.80,https://www.fanduel.com/entry/AYJFWQKXY,
S1179368693,nba,2017/03/13,$25K Mon NBA Dribbler (Single Entry),$60k,281.20,,13773,28138,Tournament,1,0,https://www.fanduel.com/entry/EWMUDQAIW,
S1178854849,nba,2017/03/12,$20K Sun NBA Swat (3 Entries Max),$60k,284,,11211,23529,Tournament,1,0,https://www.fanduel.com/entry/EUJDZMMSK,
S1178643471,nba,2017/03/12,50/50 Contest ($1 - Top 50% Win) (Main),$60k,284,,62,100,Tournament,1,0,https://www.fanduel.com/entry/DMDIXREVP,
S1178643419,nba,2017/03/12,50/50 Contest ($1 - Top 50% Win) (Main),$60k,284,,68,100,Tournament,1,0,https://www.fanduel.com/entry/AEOUYNHZL,
S1178643241,nba,2017/03/12,50/50 Contest ($1 - Top 50% Win) (Main),$60k,284,,60,100,Tournament,1,0,https://www.fanduel.com/entry/AAHPAZXSB,
S1178540561,nba,2017/03/12,50/50 Contest ($1 - Top 50% Win) (Main),$60k,284,,65,100,Tournament,1,0,https://www.fanduel.com/entry/EYCMCDXCT,
S1178540495,nba,2017/03/12,50/50 Contest ($1 - Top 50% Win) (Main),$60k,284,,68,100,Tournament,1,0,https://www.fanduel.com/entry/BSROBKKAT,
S1178540372,nba,2017/03/12,50/50 Contest ($1 - Top 50% Win) (Main),$60k,284,,67,100,Tournament,1,0,https://www.fanduel.com/entry/BGXRIMOXN,
S1178538363,nba,2017/03/12,$20K Sun NBA Swat (3 Entries Max),$60k,302.50,,4676,23529,Tournament,1,0,https://www.fanduel.com/entry/FDLMVSLLR,
S1178538266,nba,2017/03/12,$25K Sun NBA Dribbler (Single Entry),$60k,302.50,,5815,29411,Tournament,1,2.00,https://www.fanduel.com/entry/FDZKHYSNR,
S1177967058,nba,2017/03/11,50/50 Contest ($1 - Top 50% Win) (Main),$60k,305.60,,29,100,Tournament,1,1.80,https://www.fanduel.com/entry/ACLFPTJKT,
S1177966763,nba,2017/03/11,50/50 Contest ($1 - Top 50% Win) (Main),$60k,305.60,,32,100,Tournament,1,1.80,https://www.fanduel.com/entry/DXXGHBUVZ,
S1177966108,nba,2017/03/11,50/50 Contest ($1 - Top 50% Win) (Main),$60k,305.60,,25,100,Tournament,1,1.80,https://www.fanduel.com/entry/BVXABKGED,
S1177964538,nba,2017/03/11,$25K Sat NBA Swat (3 Entries Max),$60k,289.50,,7845,29411,Tournament,1,0,https://www.fanduel.com/entry/AAHPOBFWL,
S1177964335,nba,2017/03/11,$25K Sat NBA Dribbler (Single Entry - All Day Dribbler Series),$60k,289.50,,7004,25421,Tournament,1,0,https://www.fanduel.com/entry/CGPBRCLXB,
S1177281070,nba,2017/03/10,50/50 Contest ($1 - Top 50% Win) (Main),$60k,267.70,,21,100,Tournament,1,1.80,https://www.fanduel.com/entry/ANRECUBUK,
S1177276397,nba,2017/03/10,50/50 Contest ($1 - Top 50% Win) (Main),$60k,267.70,,26,100,Tournament,1,1.80,https://www.fanduel.com/entry/CYFWBIMVU,
S1177276315,nba,2017/03/10,50/50 Contest ($1 - Top 50% Win) (Main),$60k,267.70,,26,100,Tournament,1,1.80,https://www.fanduel.com/entry/CZHRARKRM,
S1177275994,nba,2017/03/10,50/50 Contest ($1 - Top 50% Win) (Main),$60k,267.70,,24,100,Tournament,1,1.80,https://www.fanduel.com/entry/BQNYJIBYS,
S1177154163,nba,2017/03/10,$25K Fri NBA Dribbler (Single Entry),$60k,237,,22815,29411,Tournament,1,0,https://www.fanduel.com/entry/BKQZUMIWU,
S1177154119,nba,2017/03/10,$25K Fri NBA Swat (3 Entries Max),$60k,241.70,,20763,29411,Tournament,1,0,https://www.fanduel.com/entry/BTFLPFROI,
S1177154108,nba,2017/03/10,$25K Fri NBA Swat (3 Entries Max),$60k,247.90,,17991,29411,Tournament,1,0,https://www.fanduel.com/entry/AIWALKUGE,
S1177154080,nba,2017/03/10,$25K Fri NBA Swat (3 Entries Max),$60k,237,,22673,29411,Tournament,1,0,https://www.fanduel.com/entry/BYAOZGUUY,
S1176799549,nba,2017/03/09,$250 NBA Mini Dribbler (Single Entry),$60k,321.90,,47,294,Tournament,1,2.50,https://www.fanduel.com/entry/APUUJMSMN,
S1176664617,nba,2017/03/09,50/50 Contest ($1 - Top 50% Win) (Main),$60k,305.80,,29,100,Tournament,1,1.80,https://www.fanduel.com/entry/DJLVYBQYH,
S1176652908,nba,2017/03/09,$100 NBA Contest (200 FDP to enter),$60k,255.40,,6062,8569,Tournament,1,0,https://www.fanduel.com/entry/AGSLKVJQT,
S1176441818,nba,2017/03/09,$25K Thu NBA Dribbler (Single Entry),$60k,290,,11310,29411,Tournament,1,0,https://www.fanduel.com/entry/ANDGDXRKL,
S1176441810,nba,2017/03/09,$25K Thu NBA Swat (3 Entries Max),$60k,307,,6942,29411,Tournament,1,0,https://www.fanduel.com/entry/DSAGRZSOP,
S1176441808,nba,2017/03/09,$25K Thu NBA Swat (3 Entries Max),$60k,290,,11582,29411,Tournament,1,0,https://www.fanduel.com/entry/BKDCDBVTB,
S1176441789,nba,2017/03/09,$25K Thu NBA Swat (3 Entries Max),$60k,305.80,,7247,29411,Tournament,1,0,https://www.fanduel.com/entry/CBTXEYNCT,
S1176333625,nba,2017/03/08,$10K Wed NBA Courtesy Free Play ($10K Guaranteed),$60k,275.80,,5653,14604,Tournament,0,0,https://www.fanduel.com/entry/AJXUSZIXG,
S1176238822,nba,2017/03/08,Tee Off Classic Qualifier #7 (Top 100 win tickets to Tee Off Classic Finals),$60k,275.80,,14511,37148,Tournament,0,0,https://www.fanduel.com/entry/ASMFYREEG,
S1176106612,nba,2017/03/08,NBA $1 50/50 Contest (Beginners Only) (Main),$60k,275.80,,7,20,Tournament,1,1.80,https://www.fanduel.com/entry/DJZRIGFHG,
S1176003733,nba,2017/03/08,NBA $1 50/50 Contest (Beginners Only) (Main),$60k,275.80,,14,20,Tournament,1,0,https://www.fanduel.com/entry/ANDFXTIXD,
S1175999772,nba,2017/03/08,$15K Wed NBA Swat (3 Entries Max),$60k,315.80,,1238,17647,Tournament,1,2.50,https://www.fanduel.com/entry/EOMEVAIRX,
S1175992275,nba,2017/03/08,NBA $1 50/50 Contest (Beginners Only) (Main),$60k,275.80,,12,20,Tournament,1,0,https://www.fanduel.com/entry/BINIFMODM,
S1175981051,nba,2017/03/08,$50 NBA Contest (100 FDP to enter),$60k,272.40,,1918,4461,Tournament,1,0,https://www.fanduel.com/entry/EHNKMBANI,
S1175974809,nba,2017/03/08,$250 NBA Mini Dribbler (Single Entry),$60k,315.80,,26,294,Tournament,1,3.00,https://www.fanduel.com/entry/ECSHFHRAW,
S1175817445,nba,2017/03/08,$25K Wed NBA Dribbler (Single Entry),$60k,275.80,,12005,29411,Tournament,1,0,https://www.fanduel.com/entry/CELJZGCGI,
S1175817255,nba,2017/03/08,$15K Wed NBA Swat (3 Entries Max),$60k,275.80,,6974,17647,Tournament,1,0,https://www.fanduel.com/entry/CUMMPRHQY,
S1175427789,nba,2017/03/07,$250 NBA Mini Dribbler (Single Entry),$60k,286.90,,132,294,Tournament,1,0,https://www.fanduel.com/entry/CDXMPDTJM,
S1175427061,nba,2017/03/07,$25K Tue NBA Dribbler (Single Entry),$60k,261.90,,21723,29411,Tournament,1,0,https://www.fanduel.com/entry/ARKLNJRDA,
S1174479007,nba,2017/03/06,$250 NBA Mini Dribbler (Single Entry),$60k,227.20,,228,294,Tournament,1,0,https://www.fanduel.com/entry/DLPJOCGJH,
S1174478970,nba,2017/03/06,$25K Mon NBA Dribbler (Single Entry),$60k,275.50,,9044,29411,Tournament,1,0,https://www.fanduel.com/entry/DPWPLLXSB,
S1174478940,nba,2017/03/06,$25K Mon NBA Swat (3 Entries Max),$60k,300.10,,2773,29411,Tournament,1,2.50,https://www.fanduel.com/entry/DYLBGFGJP,
S1174478933,nba,2017/03/06,$25K Mon NBA Swat (3 Entries Max),$60k,296.80,,3464,29411,Tournament,1,2.00,https://www.fanduel.com/entry/BWKVAVDOZ,
S1174478916,nba,2017/03/06,$25K Mon NBA Swat (3 Entries Max),$60k,275.50,,8850,29411,Tournament,1,0,https://www.fanduel.com/entry/ETVETJAYR,
S1174240860,nba,2017/03/05,NBA Mini Swat (Beginners Only),$60k,263.40,,153,220,Tournament,1,0,https://www.fanduel.com/entry/AGSJXNSMM,
S1174224838,nba,2017/03/05,NBA Mini Swat (Beginners Only),$60k,296.60,,60,220,Tournament,1,2.00,https://www.fanduel.com/entry/CRHAWKSBT,
S1174093881,nba,2017/03/05,NBA Mini Swat (Beginners Only),$60k,282.30,,80,220,Tournament,1,0,https://www.fanduel.com/entry/CTYOHTZRB,
S1174082724,nba,2017/03/05,NBA Mini Swat (Beginners Only),$60k,273.90,,105,220,Tournament,1,0,https://www.fanduel.com/entry/AWFOAXJUD,
S1174076628,nba,2017/03/05,$250 NBA Mini Dribbler (Single Entry),$60k,316.70,,27,294,Tournament,1,2.50,https://www.fanduel.com/entry/DHWBIOHBB,
S1174069624,nba,2017/03/05,$2K NBA Mini Swat (Experienced Players Excluded),$60k,312.60,,194,2352,Tournament,1,3.00,https://www.fanduel.com/entry/AIIBVFFOP,
S1174069602,nba,2017/03/05,NBA tournament,$60k,,,0,,Cancelled,1,0,https://www.fanduel.com/entry/ALNMTFZBR, voided
S1174069571,nba,2017/03/05,NBA tournament,$60k,,,0,,Cancelled,1,0,https://www.fanduel.com/entry/FGQWUJFRR, voided
S1174069523,nba,2017/03/05,NBA tournament,$60k,,,0,,Cancelled,1,0,https://www.fanduel.com/entry/EDUCMGFCP, voided
S1174068779,nba,2017/03/05,$25K Sun NBA Dribbler (Single Entry),$60k,273.90,,17486,28536,Tournament,1,0,https://www.fanduel.com/entry/CLYANTNRR,
S1173660876,nba,2017/03/04,$250 NBA Mini Dribbler (Single Entry),$60k,232.30,,269,294,Tournament,1,0,https://www.fanduel.com/entry/EIBISBWHX,
S1173283194,nba,2017/03/04,$25K Sat NBA Dribbler (Single Entry),$60k,346.70,,23,27768,Tournament,1,50.00,https://www.fanduel.com/entry/EYQIMHIYD,
S1173246974,nba,2017/03/04,NBA 50/50 Contest ($1_ Experienced Players Excluded) (Main),$60k,223.50,,18,20,Tournament,1,0,https://www.fanduel.com/entry/DKNPNVWFZ,
S1173230092,nba,2017/03/04,$250 NBA Mini Dribbler (Single Entry),$60k,286,,81,294,Tournament,1,0,https://www.fanduel.com/entry/AQIPRUUPO,
S1172788081,nba,2017/03/03,$250 NBA Mini Dribbler (Single Entry),$60k,343.30,,4,294,Tournament,1,10.00,https://www.fanduel.com/entry/DKNPODIDM,
S1172724983,nba,2017/03/03,$250 NBA Mini Dribbler (Single Entry),$60k,276.30,,194,294,Tournament,1,0,https://www.fanduel.com/entry/DGGJTXRQH,
S1172709022,nba,2017/03/03,NBA 50/50 Contest ($1_ Beginners Only) (Main),$60k,308.70,,3,20,Tournament,1,1.80,https://www.fanduel.com/entry/EDUCDFHMQ,
S1172708958,nba,2017/03/03,NBA 50/50 Contest ($1_ Beginners Only) (Main),$60k,308.70,,1,20,Tournament,1,1.80,https://www.fanduel.com/entry/AUBYFNHXS,
S1172573398,nba,2017/03/03,$25K Fri NBA Dribbler (Single Entry),$60k,308.70,,6807,29411,Tournament,1,0,https://www.fanduel.com/entry/ATOAQVQTI,
S1172573172,nba,2017/03/03,$25K Fri NBA Swat (3 Entries Max),$60k,335.70,,1265,29411,Tournament,1,3.00,https://www.fanduel.com/entry/FENGLFEYG,
S1172573150,nba,2017/03/03,$25K Fri NBA Swat (3 Entries Max),$60k,329.60,,1989,29411,Tournament,1,2.86,https://www.fanduel.com/entry/CBFYJDNNQ,
S1172573043,nba,2017/03/03,$25K Fri NBA Swat (3 Entries Max),$60k,308.70,,6843,29411,Tournament,1,0,https://www.fanduel.com/entry/BPMBQFSKK,
S1171980485,nba,2017/03/02,$25K Thu NBA Swat (3 Entries Max),$60k,285.60,,3516,29411,Tournament,1,2.00,https://www.fanduel.com/entry/BAMUFWRDV,
S1171979918,nba,2017/03/02,$25K Thu NBA Swat (3 Entries Max),$60k,275.40,,6378,29411,Tournament,1,0,https://www.fanduel.com/entry/FAGATZWDJ,
S1171975061,nba,2017/03/02,$25K Thu NBA Swat (3 Entries Max),$60k,283.70,,4013,29411,Tournament,1,2.00,https://www.fanduel.com/entry/FAGASHCTZ,
S1171971095,nba,2017/03/02,$25K Thu NBA Dribbler (Single Entry),$60k,285.60,,3789,29411,Tournament,1,2.00,https://www.fanduel.com/entry/CWQCHMDUD,
S1171478690,nba,2017/03/01,$22K Wed NBA Block (Single Entry),$60k,239.90,,5518,12941,Tournament,2,0,https://www.fanduel.com/entry/DYLCIWZPU,
S1171468515,nba,2017/03/01,NBA tournament,$60k,,,0,,Cancelled,1,0,https://www.fanduel.com/entry/FGCYRQDPN, voided
S1171468490,nba,2017/03/01,NBA tournament,$60k,,,0,,Cancelled,1,0,https://www.fanduel.com/entry/AEOSVAHTV, voided
S1171467721,nba,2017/03/01,NBA tournament,$60k,,,0,,Cancelled,1,0,https://www.fanduel.com/entry/DVTNORPZB, voided
S1171463590,nba,2017/03/01,Tee Off Classic Qualifier #6 (Top 100 win tickets to Tee Off Classic Finals),$60k,251.80,,9670,42005,Tournament,0,0,https://www.fanduel.com/entry/EJRAMWUHZ,
S1171447374,nba,2017/03/01,$250 NBA Mini Dribbler (Single Entry),$60k,236.30,,129,294,Tournament,1,0,https://www.fanduel.com/entry/DAXIEDEKD,
S1171438249,nba,2017/03/01,$25K Wed NBA Dribbler (Single Entry),$60k,258.30,,4295,29411,Tournament,1,2.00,https://www.fanduel.com/entry/EUXAHMAEX,
S1170944926,nba,2017/02/28,NBA 50/50 Contest ($1_ Beginners Only) (Main),$60k,297.30,,5,20,Tournament,1,1.80,https://www.fanduel.com/entry/DGUFXAKPZ,
S1170755072,nba,2017/02/28,$25K Tue NBA Swat (3 Entries Max),$60k,306.80,,5384,29411,Tournament,1,2.00,https://www.fanduel.com/entry/EIBJACREV,
S1170720644,nba,2017/02/28,$25K Tue NBA Swat (3 Entries Max),$60k,283.30,,11949,29411,Tournament,1,0,https://www.fanduel.com/entry/EEHZYBHFM,
S1170713734,nba,2017/02/28,$25K Tue NBA Dribbler (Single Entry),$60k,306.80,,5907,29411,Tournament,1,2.00,https://www.fanduel.com/entry/DRMIJYRSK,
S1170273414,nba,2017/02/27,$250 NBA Mini Dribbler (Single Entry),$60k,286.90,,17,294,Tournament,1,3.00,https://www.fanduel.com/entry/DTCALMWJH,
S1036780983,nfl,2016/10/09,Week 5 Free Play Contest,$60k,8,,1352,31092,Tournament,0,0,https://www.fanduel.com/entry/EMKSSRGQW,
S233969929,nfl,2015/10/04,50/50 League ($1 - Top 50% Win) (Main),$60k,107.06,,40,100,Tournament,1,1.80,https://www.fanduel.com/entry/EYDZWPEGB,
S233958831,nfl,2015/10/04,50/50 League ($1 - Top 50% Win) (Main),$60k,107.06,,41,100,Tournament,1,1.80,https://www.fanduel.com/entry/AAXAHRLXL,
S233958185,nfl,2015/10/04,50/50 League ($1 - Top 50% Win) (Main),$60k,107.06,,30,100,Tournament,1,1.80,https://www.fanduel.com/entry/CYVHNIAAV,
